date,hospital,requests,A+,A-,B+,B-,AB+,AB-,O+,O-
2022-07-19,"Sultan Abdul Halim Hospital, Sungai Petani",0,0,0,0,0,0,0,0,0
2022-07-19,Pendang Hospital,0,0,0,0,0,0,0,0,0
2022-07-19,Kulim Hospital,16,0,3,2,5,0,2,1,3
2022-07-19,Baling Hospital,24,3,5,1,0,3,4,3,5
2022-07-19,Sik Hospital,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Yan,5,0,1,0,0,1,1,1,1
2022-07-19,Hospital Jitra,20,2,2,4,4,1,2,3,2
2022-07-19,Hospital Kuala Nerang,40,6,1,4,5,8,7,3,6
2022-07-19,"Hospital Raja Perempuan Zainab II, Kota Bharu",0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Pasir Mas,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Tumpat,104,20,8,13,11,13,17,11,11
2022-07-19,Hospital Machang,8,1,1,1,1,2,1,0,1
2022-07-19,Hospital Jeli,8,0,2,2,1,1,0,1,1
2022-07-19,Hospital Tanah Merah,0,0,0,0,0,0,0,0,0
2022-07-19,"Hospital Tengku Anis, Pasir Putih",0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Gua Musang,7,2,1,0,1,0,0,2,1
2022-07-19,Hospital Kuala Krai,12,2,0,2,1,1,2,2,2
2022-07-19,Hospital Universiti Sains Malaysia (HUSM),6,3,0,1,0,1,0,1,0
2022-07-19,Kuala Lumpur Hospital,18,4,1,0,2,2,5,3,1
2022-07-19,National Heart Institute of Malaysia (IJN),42,5,3,5,6,8,6,5,4
2022-07-19,Hospital Canselor Tuanku Muhriz UKM (HCTM),18,1,0,2,3,2,3,3,4
2022-07-19,University Malaya Medical Centre (UMMC),0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Angkatan Tentera Tuanku Mizan,30,2,6,3,4,2,4,5,4
2022-07-19,Hospital Rehabilitasi Cheras,21,5,2,3,2,4,2,0,3
2022-07-19,Hospital Nukleus Labuan,12,0,2,1,4,3,0,0,2
2022-07-19,Jabatan Kesihatan Labuan,7,1,3,0,1,0,0,1,1
2022-07-19,Malacca General Hospital,30,3,2,4,6,3,4,2,6
2022-07-19,Hospital Alor Gajah,32,4,7,2,4,4,4,4,3
2022-07-19,Hospital Jasin,6,2,0,2,1,0,0,0,1
2022-07-19,Hospital Angkatan Tentera Terendak,12,2,0,2,1,3,1,1,2
2022-07-19,Tuanku Ja'afar Hospital,0,0,0,0,0,0,0,0,0
2022-07-19,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Port Dickson,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Tampin,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Jelebu,8,1,2,1,1,0,1,2,0
2022-07-19,Hospital Jempol,42,2,5,6,7,3,6,8,5
2022-07-19,Hospital Rembau,16,3,0,5,1,3,0,3,1
2022-07-19,Tengku Ampuan Afzan Hospital,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Pekan,12,2,2,1,3,2,1,0,1
2022-07-19,Hospital Kuala Lipis,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Raub,12,2,0,2,3,0,0,1,4
2022-07-19,Hospital Bentong,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Jerantut,8,2,2,1,1,0,1,1,0
2022-07-19,Hospital Jengka,7,0,3,0,1,0,0,1,2
2022-07-19,Hospital Muadzam Shah,16,2,2,0,1,2,5,3,1
2022-07-19,"Hospital Sultan Haji Ahmad Shah, Temerloh",20,0,1,1,3,4,4,4,3
2022-07-19,Hospital Cameron Highlands,30,0,5,5,1,1,5,6,7
2022-07-19,Hospital Rompin,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Universiti Islam Antabangsa (UIA) Kuantan,24,3,4,4,2,3,3,3,2
2022-07-19,Hospital Bera,32,6,7,2,2,3,4,1,7
2022-07-19,Penang General Hospital,14,3,2,0,0,1,2,6,0
2022-07-19,Hospital Sungai Bakap,14,1,1,2,2,2,2,3,1
2022-07-19,Hospital Bukit Mertajam,12,1,3,2,1,2,0,1,2
2022-07-19,Hospital Balik Pulau,7,0,0,2,2,2,0,0,1
2022-07-19,Hospital Seberang Jaya,28,2,5,1,6,1,3,4,6
2022-07-19,Hospital Kepala Batas,5,1,1,0,2,0,0,1,0
2022-07-19,Hospital Batu Gajah,0,0,0,0,0,0,0,0,0
2022-07-19,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",84,11,6,7,8,12,16,8,16
2022-07-19,Hospital Changkat Melintang,21,3,5,1,4,3,0,4,1
2022-07-19,Hospital Grik,6,1,1,2,0,1,1,0,0
2022-07-19,Hospital Kampar,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Kuala Kangsar,10,3,2,1,0,0,2,1,1
2022-07-19,Hospital Parit Buntar,0,0,0,0,0,0,0,0,0
2022-07-19,"Hospital Raja Permaisuri Bainun, Ipoh",40,9,3,3,3,4,6,8,4
2022-07-19,Hospital Selama,16,2,0,1,2,2,3,1,5
2022-07-19,Hospital Seri Manjung,28,7,3,0,4,3,3,4,4
2022-07-19,Hospital Sg. Siput,6,1,1,0,0,0,1,2,1
2022-07-19,Hospital Slim River,72,9,9,15,6,8,7,7,11
2022-07-19,Hospital Tapah,14,0,1,3,1,2,1,2,4
2022-07-19,Hospital Taiping,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Teluk Intan,0,0,0,0,0,0,0,0,0
2022-07-19,"Hospital Tuanku Fauziah, Kangar",8,3,1,0,0,0,0,1,3
2022-07-19,Putrajaya Hospital,5,1,1,0,1,0,1,1,0
2022-07-19,National Cancer Institute,18,2,2,0,5,3,1,3,2
2022-07-19,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",8,1,1,0,2,0,0,3,1
2022-07-19,"Duchess of Kent Hospital, Sandakan",7,1,0,0,0,1,2,2,1
2022-07-19,Hospital Beaufort,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Beluran,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Keningau,5,0,1,2,0,0,1,0,1
2022-07-19,Hospital Kinabatangan,30,5,6,5,1,3,1,5,4
2022-07-19,Hospital Kota Belud,20,1,4,3,1,4,0,4,3
2022-07-19,Hospital Kota Marudu,10,1,5,1,0,1,1,1,0
2022-07-19,Hospital Kuala Penyu,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Kudat,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Lahad Datu,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Mesra Bukit Padang,21,3,2,3,1,4,2,4,2
2022-07-19,Hospital Papar,18,0,4,2,2,4,2,2,2
2022-07-19,Hospital Ranau,35,7,4,3,4,4,8,1,4
2022-07-19,Hospital Semporna,10,0,3,0,1,2,1,2,1
2022-07-19,Hospital Sipitang,8,1,0,2,0,0,2,2,1
2022-07-19,Hospital Tambunan,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Tawau,14,0,1,3,0,3,1,3,3
2022-07-19,Hospital Tenom,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Wanita dan Kanak-Kanak Sabah[5],25,3,1,5,3,5,3,2,3
2022-07-19,Sarawak General Hospital,0,0,0,0,0,0,0,0,0
2022-07-19,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",7,1,1,2,0,0,3,0,0
2022-07-19,Hospital Bau,6,0,2,0,0,0,0,2,2
2022-07-19,Hospital Sibu,6,0,2,1,0,2,1,0,0
2022-07-19,Hospital Miri,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Sarikei,15,0,2,2,2,3,1,1,4
2022-07-19,Hospital Sri Aman,7,4,1,0,0,0,1,0,1
2022-07-19,Hospital Limbang,8,1,3,1,0,0,2,0,1
2022-07-19,Hospital Lawas,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Kapit,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Sentosa,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Mukah,6,0,0,2,0,1,1,1,1
2022-07-19,Hospital Marudi,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Lundu,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Bintulu,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Betong,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Serian,10,2,2,0,1,2,2,0,1
2022-07-19,Hospital Simunjan,7,0,0,1,3,0,0,2,1
2022-07-19,Rajah Charles Brooke Memorial Hospital,28,3,9,3,2,2,3,3,3
2022-07-19,Hospital Kanowit,5,0,2,0,2,1,0,0,0
2022-07-19,Hospital Saratok,36,6,3,5,3,6,3,5,5
2022-07-19,Hospital Dalat,6,0,0,1,1,1,0,2,1
2022-07-19,Hospital Shah Alam,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Ampang,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Banting,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Kajang,24,5,2,2,3,8,0,3,1
2022-07-19,Hospital Kuala Kubu Baru,25,3,2,5,6,1,3,3,2
2022-07-19,Hospital Selayang,40,3,8,5,8,6,3,4,3
2022-07-19,Hospital Sultan Idris Shah Serdang,15,2,2,4,0,2,3,1,1
2022-07-19,Hospital Sungai Buloh,24,2,1,6,4,0,4,3,4
2022-07-19,Hospital Tanjung Karang,24,6,1,4,1,2,4,3,3
2022-07-19,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",0,0,0,0,0,0,0,0,0
2022-07-19,"Hospital Tengku Ampuan Rahimah, Klang",36,5,5,6,3,4,1,9,3
2022-07-19,Universiti Putra Malaysia Teaching Hospital,8,0,1,0,2,3,1,0,1
2022-07-19,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",10,1,2,2,1,1,1,2,0
2022-07-19,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",72,12,7,6,6,6,8,18,9
2022-07-19,Hospital Dungun,8,0,3,0,1,2,0,2,0
2022-07-19,Hospital Kemaman,14,0,2,2,2,3,4,1,0
2022-07-19,Hospital Besut,0,0,0,0,0,0,0,0,0
2022-07-19,Hospital Hulu Terengganu,5,1,0,0,0,1,1,1,1
2022-07-19,Hospital Setiu,35,4,4,5,6,4,4,2,6
2022-07-20,"Hospital Pakar Sultanah Fatimah, Muar",8,3,0,0,2,1,1,0,1
2022-07-20,"Hospital Sultanah Nora Ismail, Batu Pahat",0,0,0,0,0,0,0,0,0
2022-07-20,"Hospital Enche Besar Hajjah Kalsom, Kluang",30,3,3,4,4,2,5,5,4
2022-07-20,Hospital Segamat,48,7,7,7,6,4,8,7,2
2022-07-20,Hospital Pontian,14,0,3,2,1,1,3,2,2
2022-07-20,Hospital Kota Tinggi,12,2,2,3,1,2,1,0,1
2022-07-20,Hospital Mersing,32,5,7,3,2,5,4,6,0
2022-07-20,Hospital Tangkak,0,0,0,0,0,0,0,0,0
2022-07-20,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",7,1,0,1,2,1,1,0,1
2022-07-20,Sultan Ismail Hospital,5,1,1,0,2,0,1,0,0
2022-07-20,"Hospital Sultanah Aminah, Johor Bahru[2]",10,6,0,0,1,1,1,1,0
2022-07-20,"Sultanah Bahiyah Hospital, Alor Setar",54,5,5,6,6,10,7,7,8
2022-07-20,"Sultan Abdul Halim Hospital, Sungai Petani",7,1,0,1,0,2,0,1,2
2022-07-20,Pendang Hospital,0,0,0,0,0,0,0,0,0
2022-07-20,Kulim Hospital,40,6,7,7,4,3,5,5,3
2022-07-20,Baling Hospital,0,0,0,0,0,0,0,0,0
2022-07-20,Sik Hospital,5,0,1,0,0,1,0,0,3
2022-07-20,Hospital Yan,6,1,1,0,1,2,0,0,1
2022-07-20,Hospital Jitra,20,1,3,2,1,5,3,2,3
2022-07-20,Hospital Kuala Nerang,21,3,4,1,3,2,4,3,1
2022-07-20,"Hospital Raja Perempuan Zainab II, Kota Bharu",0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Pasir Mas,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Tumpat,133,17,16,26,12,13,20,18,11
2022-07-20,Hospital Machang,10,1,1,1,1,1,0,3,2
2022-07-20,Hospital Jeli,5,0,0,1,0,0,2,0,2
2022-07-20,Hospital Tanah Merah,12,1,2,2,2,3,0,0,2
2022-07-20,"Hospital Tengku Anis, Pasir Putih",0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Gua Musang,14,2,4,1,2,1,3,0,1
2022-07-20,Hospital Kuala Krai,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Universiti Sains Malaysia (HUSM),0,0,0,0,0,0,0,0,0
2022-07-20,Kuala Lumpur Hospital,42,4,3,6,6,7,2,2,12
2022-07-20,National Heart Institute of Malaysia (IJN),32,4,3,7,3,3,4,3,5
2022-07-20,Hospital Canselor Tuanku Muhriz UKM (HCTM),24,1,2,0,2,3,6,4,6
2022-07-20,University Malaya Medical Centre (UMMC),0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Angkatan Tentera Tuanku Mizan,30,4,4,2,1,2,7,8,2
2022-07-20,Hospital Rehabilitasi Cheras,7,0,0,1,3,1,1,1,0
2022-07-20,Hospital Nukleus Labuan,0,0,0,0,0,0,0,0,0
2022-07-20,Jabatan Kesihatan Labuan,0,0,0,0,0,0,0,0,0
2022-07-20,Malacca General Hospital,20,2,3,2,4,3,2,2,2
2022-07-20,Hospital Alor Gajah,30,2,4,3,7,3,2,7,2
2022-07-20,Hospital Jasin,6,1,2,0,1,1,0,1,0
2022-07-20,Hospital Angkatan Tentera Terendak,8,1,0,0,1,0,3,1,2
2022-07-20,Tuanku Ja'afar Hospital,16,3,3,2,4,1,0,3,0
2022-07-20,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Port Dickson,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Tampin,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Jelebu,8,1,1,1,0,0,2,1,2
2022-07-20,Hospital Jempol,42,6,6,5,3,5,6,6,5
2022-07-20,Hospital Rembau,28,2,3,5,4,3,5,3,3
2022-07-20,Tengku Ampuan Afzan Hospital,7,1,0,2,0,1,3,0,0
2022-07-20,Hospital Pekan,20,4,3,4,2,2,1,3,1
2022-07-20,Hospital Kuala Lipis,6,0,0,2,1,0,0,1,2
2022-07-20,Hospital Raub,21,1,4,3,4,2,1,4,2
2022-07-20,Hospital Bentong,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Jerantut,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Jengka,12,1,2,0,3,2,1,0,3
2022-07-20,Hospital Muadzam Shah,0,0,0,0,0,0,0,0,0
2022-07-20,"Hospital Sultan Haji Ahmad Shah, Temerloh",12,0,1,2,1,3,3,0,2
2022-07-20,Hospital Cameron Highlands,6,0,2,0,0,0,3,0,1
2022-07-20,Hospital Rompin,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Universiti Islam Antabangsa (UIA) Kuantan,7,2,2,0,2,1,0,0,0
2022-07-20,Hospital Bera,25,6,3,1,4,4,4,0,3
2022-07-20,Penang General Hospital,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Sungai Bakap,40,7,3,7,4,7,4,6,2
2022-07-20,Hospital Bukit Mertajam,12,3,3,0,1,1,1,2,1
2022-07-20,Hospital Balik Pulau,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Seberang Jaya,24,1,2,3,5,2,3,2,6
2022-07-20,Hospital Kepala Batas,8,1,0,0,3,1,1,0,2
2022-07-20,Hospital Batu Gajah,14,2,1,2,2,2,0,4,1
2022-07-20,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",50,12,7,7,9,2,6,4,3
2022-07-20,Hospital Changkat Melintang,32,5,4,2,6,3,5,5,2
2022-07-20,Hospital Grik,8,0,1,1,1,0,1,3,1
2022-07-20,Hospital Kampar,12,2,1,0,5,1,0,1,2
2022-07-20,Hospital Kuala Kangsar,10,0,0,1,1,3,4,0,1
2022-07-20,Hospital Parit Buntar,10,1,1,0,3,2,2,1,0
2022-07-20,"Hospital Raja Permaisuri Bainun, Ipoh",8,0,1,2,1,2,0,1,1
2022-07-20,Hospital Selama,12,2,2,0,3,1,2,2,0
2022-07-20,Hospital Seri Manjung,10,5,1,0,2,1,1,0,0
2022-07-20,Hospital Sg. Siput,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Slim River,77,8,7,12,9,9,7,9,16
2022-07-20,Hospital Tapah,5,0,0,0,3,0,0,2,0
2022-07-20,Hospital Taiping,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Teluk Intan,0,0,0,0,0,0,0,0,0
2022-07-20,"Hospital Tuanku Fauziah, Kangar",5,0,1,1,0,1,1,0,1
2022-07-20,Putrajaya Hospital,0,0,0,0,0,0,0,0,0
2022-07-20,National Cancer Institute,12,2,2,1,0,3,1,0,3
2022-07-20,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",24,3,3,4,3,4,4,1,2
2022-07-20,"Duchess of Kent Hospital, Sandakan",12,3,2,0,1,1,2,2,1
2022-07-20,Hospital Beaufort,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Beluran,18,2,2,6,1,1,1,4,1
2022-07-20,Hospital Keningau,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Kinabatangan,6,1,1,0,1,1,1,0,1
2022-07-20,Hospital Kota Belud,12,2,1,2,1,1,1,2,2
2022-07-20,Hospital Kota Marudu,24,3,3,3,2,1,6,4,2
2022-07-20,Hospital Kuala Penyu,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Kudat,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Lahad Datu,12,1,1,1,1,1,5,0,2
2022-07-20,Hospital Mesra Bukit Padang,6,1,0,2,1,0,1,1,0
2022-07-20,Hospital Papar,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Ranau,56,8,8,5,2,10,4,10,9
2022-07-20,Hospital Semporna,8,1,0,1,2,2,0,1,1
2022-07-20,Hospital Sipitang,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Tambunan,5,0,1,0,0,0,2,1,1
2022-07-20,Hospital Tawau,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Tenom,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Wanita dan Kanak-Kanak Sabah[5],28,6,3,2,6,5,1,4,1
2022-07-20,Sarawak General Hospital,0,0,0,0,0,0,0,0,0
2022-07-20,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Bau,7,0,1,2,1,0,1,1,1
2022-07-20,Hospital Sibu,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Miri,7,1,1,1,1,1,0,2,0
2022-07-20,Hospital Sarikei,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Sri Aman,7,1,0,3,1,1,0,1,0
2022-07-20,Hospital Limbang,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Lawas,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Kapit,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Sentosa,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Mukah,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Marudi,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Lundu,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Bintulu,6,2,0,0,1,0,2,1,0
2022-07-20,Hospital Betong,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Serian,24,2,3,3,3,2,6,2,3
2022-07-20,Hospital Simunjan,15,2,2,1,2,1,1,4,2
2022-07-20,Rajah Charles Brooke Memorial Hospital,21,2,1,2,3,4,5,1,3
2022-07-20,Hospital Kanowit,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Saratok,25,3,1,2,3,4,0,5,7
2022-07-20,Hospital Dalat,24,2,0,7,1,3,4,4,3
2022-07-20,Hospital Shah Alam,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Ampang,6,0,1,0,3,1,0,0,1
2022-07-20,Hospital Banting,7,0,2,1,2,1,0,1,0
2022-07-20,Hospital Kajang,30,2,5,4,2,4,6,4,3
2022-07-20,Hospital Kuala Kubu Baru,24,3,3,2,4,3,3,4,2
2022-07-20,Hospital Selayang,42,5,11,5,5,4,7,4,1
2022-07-20,Hospital Sultan Idris Shah Serdang,20,2,1,3,2,3,3,4,2
2022-07-20,Hospital Sungai Buloh,20,5,0,1,2,5,3,1,3
2022-07-20,Hospital Tanjung Karang,21,4,3,0,3,3,1,5,2
2022-07-20,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",8,1,0,2,2,0,1,2,0
2022-07-20,"Hospital Tengku Ampuan Rahimah, Klang",40,7,8,5,4,6,5,2,3
2022-07-20,Universiti Putra Malaysia Teaching Hospital,5,0,0,1,1,1,0,2,0
2022-07-20,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",10,2,1,0,1,0,3,2,1
2022-07-20,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",32,4,3,5,4,4,6,4,2
2022-07-20,Hospital Dungun,6,1,1,0,0,1,1,1,1
2022-07-20,Hospital Kemaman,16,3,2,2,3,2,2,1,1
2022-07-20,Hospital Besut,0,0,0,0,0,0,0,0,0
2022-07-20,Hospital Hulu Terengganu,6,0,1,4,0,0,1,0,0
2022-07-20,Hospital Setiu,35,2,6,5,4,8,5,2,3
2022-07-21,"Hospital Pakar Sultanah Fatimah, Muar",18,0,3,2,2,2,4,2,3
2022-07-21,"Hospital Sultanah Nora Ismail, Batu Pahat",0,0,0,0,0,0,0,0,0
2022-07-21,"Hospital Enche Besar Hajjah Kalsom, Kluang",56,6,6,12,9,9,5,6,3
2022-07-21,Hospital Segamat,63,4,8,10,10,6,12,3,10
2022-07-21,Hospital Pontian,14,3,0,1,4,1,1,3,1
2022-07-21,Hospital Kota Tinggi,5,0,0,1,0,1,0,2,1
2022-07-21,Hospital Mersing,25,1,5,4,5,3,3,4,0
2022-07-21,Hospital Tangkak,7,1,1,1,0,2,1,0,1
2022-07-21,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",18,1,1,4,2,2,5,1,2
2022-07-21,Sultan Ismail Hospital,0,0,0,0,0,0,0,0,0
2022-07-21,"Hospital Sultanah Aminah, Johor Bahru[2]",0,0,0,0,0,0,0,0,0
2022-07-21,"Sultanah Bahiyah Hospital, Alor Setar",28,3,4,3,3,5,4,5,1
2022-07-21,"Sultan Abdul Halim Hospital, Sungai Petani",8,1,0,3,2,1,0,0,1
2022-07-21,Pendang Hospital,0,0,0,0,0,0,0,0,0
2022-07-21,Kulim Hospital,24,5,1,1,3,3,5,3,3
2022-07-21,Baling Hospital,10,0,4,1,0,1,3,1,0
2022-07-21,Sik Hospital,7,3,0,0,0,0,2,2,0
2022-07-21,Hospital Yan,5,0,2,0,1,0,0,1,1
2022-07-21,Hospital Jitra,36,5,2,3,6,5,8,4,3
2022-07-21,Hospital Kuala Nerang,35,5,0,6,7,8,1,3,5
2022-07-21,"Hospital Raja Perempuan Zainab II, Kota Bharu",5,0,1,0,1,2,0,1,0
2022-07-21,Hospital Pasir Mas,8,2,1,1,2,0,1,0,1
2022-07-21,Hospital Tumpat,104,9,13,17,10,15,13,14,13
2022-07-21,Hospital Machang,15,3,2,2,0,1,3,1,3
2022-07-21,Hospital Jeli,15,0,2,1,4,2,3,1,2
2022-07-21,Hospital Tanah Merah,6,0,1,0,3,0,0,2,0
2022-07-21,"Hospital Tengku Anis, Pasir Putih",0,0,0,0,0,0,0,0,0
2022-07-21,Hospital Gua Musang,7,0,1,1,2,1,1,1,0
2022-07-21,Hospital Kuala Krai,0,0,0,0,0,0,0,0,0
2022-07-21,Hospital Universiti Sains Malaysia (HUSM),7,1,1,1,0,3,0,1,0
2022-07-21,Kuala Lumpur Hospital,5,0,0,0,1,2,1,0,1
2022-07-21,National Heart Institute of Malaysia (IJN),18,1,2,3,2,0,2,3,5
2022-07-21,Hospital Canselor Tuanku Muhriz UKM (HCTM),28,2,4,5,3,6,1,4,3
2022-07-21,University Malaya Medical Centre (UMMC),0,0,0,0,0,0,0,0,0
2022-07-21,Hospital Angkatan Tentera Tuanku Mizan,63,10,9,5,5,11,3,12,8
2022-07-21,Hospital Rehabilitasi Cheras,24,2,5,3,1,2,5,1,5
2022-07-21,Hospital Nukleus Labuan,0,0,0,0,0,0,0,0,0
2022-07-21,Jabatan Kesihatan Labuan,0,0,0,0,0,0,0,0,0
2022-07-21,Malacca General Hospital,30,8,4,8,5,0,2,1,2
2022-07-21,Hospital Alor Gajah,18,2,3,3,3,2,0,4,1
2022-07-21,Hospital Jasin,30,2,2,4,7,6,0,6,3
2022-07-21,Hospital Angkatan Tentera Terendak,12,2,2,2,2,1,2,1,0
2022-07-21,Tuanku Ja'afar Hospital,28,3,3,3,3,2,4,5,5
2022-07-21,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",0,0,0,0,0,0,0,0,0
2022-07-21,Hospital Port Dickson,0,0,0,0,0,0,0,0,0
2022-07-21,Hospital Tampin,12,1,3,3,1,1,2,1,0
2022-07-21,Hospital Jelebu,18,0,4,2,2,1,0,2,7
2022-07-21,Hospital Jempol,25,4,2,2,2,4,3,3,5
2022-07-21,Hospital Rembau,6,2,0,0,2,1,1,0,0
2022-07-21,Tengku Ampuan Afzan Hospital,8,1,0,2,2,1,0,1,1
2022-07-21,Hospital Pekan,12,2,2,2,0,0,2,2,2
2022-07-21,Hospital Kuala Lipis,16,3,1,1,2,3,2,2,2
2022-07-21,Hospital Raub,0,0,0,0,0,0,0,0,0
2022-07-21,Hospital Bentong,0,0,0,0,0,0,0,0,0
2022-07-21,Hospital Jerantut,5,2,1,0,0,0,0,1,1
2022-07-21,Hospital Jengka,0,0,0,0,0,0,0,0,0
2022-07-21,Hospital Muadzam Shah,0,0,0,0,0,0,0,0,0
2022-07-21,"Hospital Sultan Haji Ahmad Shah, Temerloh",24,5,3,3,2,4,2,2,3
2022-07-21,Hospital Cameron Highlands,5,0,2,1,0,0,0,0,2
2022-07-21,Hospital Rompin,6,0,2,0,1,0,1,0,2
2022-07-21,Hospital Universiti Islam Antabangsa (UIA) Kuantan,8,2,0,1,1,3,1,0,0
2022-07-21,Hospital Bera,16,4,1,2,1,1,2,5,0
2022-07-21,Penang General Hospital,0,0,0,0,0,0,0,0,0
2022-07-21,Hospital Sungai Bakap,12,4,1,0,1,1,3,0,2
2022-07-21,Hospital Bukit Mertajam,12,1,4,0,1,2,1,1,2
2022-07-21,Hospital Balik Pulau,10,0,2,2,3,1,0,1,1
2022-07-21,Hospital Seberang Jaya,15,2,3,2,2,2,0,3,1
2022-07-21,Hospital Kepala Batas,18,1,2,4,3,4,1,2,1
2022-07-21,Hospital Batu Gajah,8,4,1,0,0,0,2,1,0
2022-07-21,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",35,6,2,4,7,6,2,3,5
2022-07-21,Hospital Changkat Melintang,28,4,7,3,1,2,2,3,6
2022-07-21,Hospital Grik,0,0,0,0,0,0,0,0,0
2022-07-21,Hospital Kampar,0,0,0,0,0,0,0,0,0
2022-07-21,Hospital Kuala Kangsar,14,0,0,5,1,2,1,3,2
2022-07-21,Hospital Parit Buntar,7,1,1,0,1,1,0,2,1
2022-07-21,"Hospital Raja Permaisuri Bainun, Ipoh",16,0,1,3,1,4,0,2,5
2022-07-21,Hospital Selama,8,0,2,1,0,1,0,2,2
2022-07-21,Hospital Seri Manjung,40,8,6,8,7,3,3,3,2
2022-07-21,Hospital Sg. Siput,0,0,0,0,0,0,0,0,0
