date,hospital,requests,A+,A-,B+,B-,AB+,AB-,O+,O-
2022-07-02,Hospital Pasir Mas,18,3,2,3,1,4,3,2,0
2022-07-02,Hospital Tumpat,6,0,4,0,1,0,0,1,0
2022-07-02,Hospital Machang,14,0,1,1,1,2,1,3,5
2022-07-02,Hospital Jeli,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Tanah Merah,0,0,0,0,0,0,0,0,0
2022-07-02,"Hospital Tengku Anis, Pasir Putih",8,0,0,3,1,1,2,0,1
2022-07-02,Hospital Gua Musang,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Kuala Krai,42,7,2,3,2,10,7,7,4
2022-07-02,Hospital Universiti Sains Malaysia (HUSM),0,0,0,0,0,0,0,0,0
2022-07-02,Kuala Lumpur Hospital,0,0,0,0,0,0,0,0,0
2022-07-02,National Heart Institute of Malaysia (IJN),14,2,2,1,1,3,1,1,3
2022-07-02,Hospital Canselor Tuanku Muhriz UKM (HCTM),14,3,1,5,2,2,1,0,0
2022-07-02,University Malaya Medical Centre (UMMC),16,3,1,2,0,5,2,1,2
2022-07-02,Hospital Angkatan Tentera Tuanku Mizan,18,1,1,2,0,5,4,2,3
2022-07-02,Hospital Rehabilitasi Cheras,12,2,2,1,0,1,3,2,1
2022-07-02,Hospital Nukleus Labuan,0,0,0,0,0,0,0,0,0
2022-07-02,Jabatan Kesihatan Labuan,32,3,7,4,6,5,1,3,3
2022-07-02,Malacca General Hospital,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Alor Gajah,24,2,4,5,3,3,1,1,5
2022-07-02,Hospital Jasin,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Angkatan Tentera Terendak,7,0,3,1,1,1,0,1,0
2022-07-02,Tuanku Ja'afar Hospital,0,0,0,0,0,0,0,0,0
2022-07-02,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",5,2,1,0,0,0,1,1,0
2022-07-02,Hospital Port Dickson,14,2,3,0,2,3,1,3,0
2022-07-02,Hospital Tampin,8,0,1,1,3,0,2,0,1
2022-07-02,Hospital Jelebu,18,3,2,2,3,2,2,2,2
2022-07-02,Hospital Jempol,10,1,1,0,2,1,1,4,0
2022-07-02,Hospital Rembau,7,0,1,0,2,2,1,1,0
2022-07-02,Tengku Ampuan Afzan Hospital,10,1,2,1,0,3,0,1,2
2022-07-02,Hospital Pekan,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Kuala Lipis,12,2,2,0,0,3,0,2,3
2022-07-02,Hospital Raub,10,3,1,2,0,1,1,1,1
2022-07-02,Hospital Bentong,14,2,2,1,1,0,4,2,2
2022-07-02,Hospital Jerantut,5,1,0,1,0,1,2,0,0
2022-07-02,Hospital Jengka,20,2,1,2,3,2,3,6,1
2022-07-02,Hospital Muadzam Shah,21,3,2,4,3,1,5,3,0
2022-07-02,"Hospital Sultan Haji Ahmad Shah, Temerloh",21,3,2,3,4,5,1,2,1
2022-07-02,Hospital Cameron Highlands,42,5,6,5,5,5,6,4,6
2022-07-02,Hospital Rompin,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Universiti Islam Antabangsa (UIA) Kuantan,10,0,0,0,1,3,4,2,0
2022-07-02,Hospital Bera,0,0,0,0,0,0,0,0,0
2022-07-02,Penang General Hospital,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Sungai Bakap,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Bukit Mertajam,7,0,1,2,0,0,0,3,1
2022-07-02,Hospital Balik Pulau,7,0,2,0,2,2,1,0,0
2022-07-02,Hospital Seberang Jaya,42,2,4,4,4,6,9,8,5
2022-07-02,Hospital Kepala Batas,56,7,7,10,8,3,9,7,5
2022-07-02,Hospital Batu Gajah,0,0,0,0,0,0,0,0,0
2022-07-02,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Changkat Melintang,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Grik,25,1,2,2,4,3,5,6,2
2022-07-02,Hospital Kampar,6,0,0,0,4,0,2,0,0
2022-07-02,Hospital Kuala Kangsar,15,3,2,2,0,3,1,2,2
2022-07-02,Hospital Parit Buntar,0,0,0,0,0,0,0,0,0
2022-07-02,"Hospital Raja Permaisuri Bainun, Ipoh",8,1,3,1,0,1,1,0,1
2022-07-02,Hospital Selama,5,0,0,1,1,0,1,1,1
2022-07-02,Hospital Seri Manjung,24,3,6,5,5,1,1,2,1
2022-07-02,Hospital Sg. Siput,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Slim River,10,2,2,1,2,0,1,2,0
2022-07-02,Hospital Tapah,28,4,2,4,4,3,6,1,4
2022-07-02,Hospital Taiping,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Teluk Intan,24,3,2,5,2,3,3,4,2
2022-07-02,"Hospital Tuanku Fauziah, Kangar",25,5,6,4,3,3,1,1,2
2022-07-02,Putrajaya Hospital,0,0,0,0,0,0,0,0,0
2022-07-02,National Cancer Institute,0,0,0,0,0,0,0,0,0
2022-07-02,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",0,0,0,0,0,0,0,0,0
2022-07-02,"Duchess of Kent Hospital, Sandakan",24,4,4,2,0,2,3,4,5
2022-07-02,Hospital Beaufort,28,2,2,4,3,7,3,3,4
2022-07-02,Hospital Beluran,12,1,1,2,1,2,2,3,0
2022-07-02,Hospital Keningau,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Kinabatangan,6,1,0,0,0,2,0,0,3
2022-07-02,Hospital Kota Belud,18,2,3,4,3,1,2,1,2
2022-07-02,Hospital Kota Marudu,12,2,3,3,1,0,0,2,1
2022-07-02,Hospital Kuala Penyu,63,6,11,8,8,7,5,7,11
2022-07-02,Hospital Kudat,6,0,4,0,0,0,1,1,0
2022-07-02,Hospital Lahad Datu,6,1,0,1,1,0,1,0,2
2022-07-02,Hospital Mesra Bukit Padang,12,3,1,3,1,0,2,1,1
2022-07-02,Hospital Papar,7,0,1,1,0,3,1,0,1
2022-07-02,Hospital Ranau,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Semporna,63,11,9,7,7,7,6,13,3
2022-07-02,Hospital Sipitang,6,0,0,0,3,0,1,1,1
2022-07-02,Hospital Tambunan,8,0,1,3,0,0,0,2,2
2022-07-02,Hospital Tawau,30,5,1,1,6,6,3,3,5
2022-07-02,Hospital Tenom,8,1,1,1,1,1,0,3,0
2022-07-02,Hospital Wanita dan Kanak-Kanak Sabah[5],18,1,2,2,3,4,2,2,2
2022-07-02,Sarawak General Hospital,35,4,6,5,7,3,4,1,5
2022-07-02,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Bau,12,1,1,3,2,1,1,1,2
2022-07-02,Hospital Sibu,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Miri,7,1,2,1,0,1,2,0,0
2022-07-02,Hospital Sarikei,7,0,1,1,0,0,1,2,2
2022-07-02,Hospital Sri Aman,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Limbang,5,0,0,0,1,2,1,0,1
2022-07-02,Hospital Lawas,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Kapit,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Sentosa,8,0,3,1,0,3,0,1,0
2022-07-02,Hospital Mukah,5,0,1,1,0,0,2,1,0
2022-07-02,Hospital Marudi,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Lundu,14,1,1,3,3,0,4,2,0
2022-07-02,Hospital Bintulu,10,1,1,0,2,1,2,1,2
2022-07-02,Hospital Betong,8,2,0,1,2,1,1,0,1
2022-07-02,Hospital Serian,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Simunjan,12,2,1,0,2,2,1,3,1
2022-07-02,Rajah Charles Brooke Memorial Hospital,18,3,0,1,1,1,5,3,4
2022-07-02,Hospital Kanowit,6,3,0,0,0,0,0,1,2
2022-07-02,Hospital Saratok,7,1,1,2,0,1,2,0,0
2022-07-02,Hospital Dalat,0,0,0,0,0,0,0,0,0
2022-07-02,Hospital Shah Alam,6,1,0,0,0,0,3,0,2
2022-07-02,Hospital Ampang,24,2,4,5,4,2,0,4,3
2022-07-02,Hospital Banting,12,1,3,2,0,0,1,4,1
2022-07-02,Hospital Kajang,10,2,1,0,0,1,1,2,3
2022-07-02,Hospital Kuala Kubu Baru,10,2,0,0,2,2,1,2,1
2022-07-02,Hospital Selayang,8,0,1,1,1,1,0,0,4
2022-07-02,Hospital Sultan Idris Shah Serdang,12,1,1,1,3,1,2,3,0
2022-07-02,Hospital Sungai Buloh,36,3,6,1,8,3,8,2,5
2022-07-02,Hospital Tanjung Karang,5,2,1,0,0,0,0,1,1
2022-07-02,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",14,1,3,2,1,1,2,1,3
2022-07-02,"Hospital Tengku Ampuan Rahimah, Klang",12,2,2,1,1,0,5,1,0
2022-07-02,Universiti Putra Malaysia Teaching Hospital,40,3,5,3,8,5,6,5,5
2022-07-02,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",35,5,3,5,5,2,8,2,5
2022-07-02,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",35,4,8,5,7,2,6,2,1
2022-07-02,Hospital Dungun,14,1,3,0,2,1,4,1,2
2022-07-02,Hospital Kemaman,18,1,2,2,5,4,1,1,2
2022-07-02,Hospital Besut,10,1,3,2,0,0,0,2,2
2022-07-02,Hospital Hulu Terengganu,35,6,4,3,5,1,3,7,6
2022-07-02,Hospital Setiu,15,3,1,3,1,0,1,3,3
2022-07-03,"Hospital Pakar Sultanah Fatimah, Muar",24,1,6,1,2,5,2,4,3
2022-07-03,"Hospital Sultanah Nora Ismail, Batu Pahat",14,0,2,1,2,0,6,3,0
2022-07-03,"Hospital Enche Besar Hajjah Kalsom, Kluang",8,1,1,0,3,2,1,0,0
2022-07-03,Hospital Segamat,8,1,0,2,3,1,0,1,0
2022-07-03,Hospital Pontian,8,0,1,1,1,1,2,1,1
2022-07-03,Hospital Kota Tinggi,20,1,1,4,4,1,4,3,2
2022-07-03,Hospital Mersing,120,10,16,17,15,15,9,16,22
2022-07-03,Hospital Tangkak,12,1,0,2,4,2,0,0,3
2022-07-03,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",63,7,5,11,5,7,10,7,11
2022-07-03,Sultan Ismail Hospital,0,0,0,0,0,0,0,0,0
2022-07-03,"Hospital Sultanah Aminah, Johor Bahru[2]",7,0,3,0,1,1,1,1,0
2022-07-03,"Sultanah Bahiyah Hospital, Alor Setar",0,0,0,0,0,0,0,0,0
2022-07-03,"Sultan Abdul Halim Hospital, Sungai Petani",12,1,1,2,2,3,1,1,1
2022-07-03,Pendang Hospital,8,1,1,2,0,1,1,1,1
2022-07-03,Kulim Hospital,12,2,0,1,1,0,2,1,5
2022-07-03,Baling Hospital,12,1,0,1,2,2,1,3,2
2022-07-03,Sik Hospital,14,2,1,1,2,1,2,1,4
2022-07-03,Hospital Yan,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Jitra,40,2,8,5,10,4,3,2,6
2022-07-03,Hospital Kuala Nerang,8,1,1,1,2,0,1,1,1
2022-07-03,"Hospital Raja Perempuan Zainab II, Kota Bharu",0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Pasir Mas,20,2,4,2,2,1,4,2,3
2022-07-03,Hospital Tumpat,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Machang,5,0,1,1,1,0,0,2,0
2022-07-03,Hospital Jeli,6,2,1,1,1,0,1,0,0
2022-07-03,Hospital Tanah Merah,16,2,0,6,1,2,1,3,1
2022-07-03,"Hospital Tengku Anis, Pasir Putih",0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Gua Musang,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Kuala Krai,48,6,4,8,6,4,7,10,3
2022-07-03,Hospital Universiti Sains Malaysia (HUSM),6,0,0,1,2,1,1,0,1
2022-07-03,Kuala Lumpur Hospital,0,0,0,0,0,0,0,0,0
2022-07-03,National Heart Institute of Malaysia (IJN),6,1,0,1,2,0,1,0,1
2022-07-03,Hospital Canselor Tuanku Muhriz UKM (HCTM),5,1,1,0,1,0,0,2,0
2022-07-03,University Malaya Medical Centre (UMMC),15,2,0,1,5,3,0,3,1
2022-07-03,Hospital Angkatan Tentera Tuanku Mizan,16,0,0,2,2,3,3,1,5
2022-07-03,Hospital Rehabilitasi Cheras,12,1,3,0,1,3,1,2,1
2022-07-03,Hospital Nukleus Labuan,0,0,0,0,0,0,0,0,0
2022-07-03,Jabatan Kesihatan Labuan,24,4,2,2,4,2,4,3,3
2022-07-03,Malacca General Hospital,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Alor Gajah,20,4,3,1,1,1,6,1,3
2022-07-03,Hospital Jasin,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Angkatan Tentera Terendak,5,0,1,1,1,0,0,1,1
2022-07-03,Tuanku Ja'afar Hospital,0,0,0,0,0,0,0,0,0
2022-07-03,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Port Dickson,35,1,9,5,5,3,2,6,4
2022-07-03,Hospital Tampin,20,0,1,4,1,5,3,2,4
2022-07-03,Hospital Jelebu,21,5,3,1,2,3,2,2,3
2022-07-03,Hospital Jempol,8,0,0,1,1,3,2,0,1
2022-07-03,Hospital Rembau,12,1,0,1,4,1,1,1,3
2022-07-03,Tengku Ampuan Afzan Hospital,8,1,1,0,0,4,1,1,0
2022-07-03,Hospital Pekan,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Kuala Lipis,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Raub,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Bentong,5,0,1,1,1,1,1,0,0
2022-07-03,Hospital Jerantut,18,0,2,1,3,3,4,3,2
2022-07-03,Hospital Jengka,18,5,1,1,1,2,2,2,4
2022-07-03,Hospital Muadzam Shah,0,0,0,0,0,0,0,0,0
2022-07-03,"Hospital Sultan Haji Ahmad Shah, Temerloh",14,4,1,2,1,0,1,5,0
2022-07-03,Hospital Cameron Highlands,7,2,1,0,0,0,1,1,2
2022-07-03,Hospital Rompin,8,1,0,3,1,1,1,1,0
2022-07-03,Hospital Universiti Islam Antabangsa (UIA) Kuantan,6,1,0,0,1,1,2,0,1
2022-07-03,Hospital Bera,0,0,0,0,0,0,0,0,0
2022-07-03,Penang General Hospital,8,0,3,2,0,2,0,1,0
2022-07-03,Hospital Sungai Bakap,5,0,2,2,0,1,0,0,0
2022-07-03,Hospital Bukit Mertajam,21,5,1,3,1,3,5,1,2
2022-07-03,Hospital Balik Pulau,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Seberang Jaya,16,3,4,3,1,2,0,3,0
2022-07-03,Hospital Kepala Batas,40,3,2,5,7,6,8,6,3
2022-07-03,Hospital Batu Gajah,0,0,0,0,0,0,0,0,0
2022-07-03,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",15,2,2,2,3,1,4,0,1
2022-07-03,Hospital Changkat Melintang,6,1,2,1,0,0,1,1,0
2022-07-03,Hospital Grik,21,3,2,1,1,4,4,0,6
2022-07-03,Hospital Kampar,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Kuala Kangsar,10,2,0,2,3,1,1,1,0
2022-07-03,Hospital Parit Buntar,0,0,0,0,0,0,0,0,0
2022-07-03,"Hospital Raja Permaisuri Bainun, Ipoh",0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Selama,12,2,1,0,3,1,1,1,3
2022-07-03,Hospital Seri Manjung,16,0,2,3,3,4,0,3,1
2022-07-03,Hospital Sg. Siput,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Slim River,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Tapah,7,3,0,0,2,1,0,0,1
2022-07-03,Hospital Taiping,7,3,0,0,2,0,0,2,0
2022-07-03,Hospital Teluk Intan,35,5,3,3,7,3,6,4,4
2022-07-03,"Hospital Tuanku Fauziah, Kangar",6,1,1,1,2,0,1,0,0
2022-07-03,Putrajaya Hospital,21,2,0,2,3,3,6,2,3
2022-07-03,National Cancer Institute,0,0,0,0,0,0,0,0,0
2022-07-03,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",0,0,0,0,0,0,0,0,0
2022-07-03,"Duchess of Kent Hospital, Sandakan",10,3,1,1,2,2,0,1,0
2022-07-03,Hospital Beaufort,32,6,2,5,5,3,4,4,3
2022-07-03,Hospital Beluran,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Keningau,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Kinabatangan,5,0,0,2,0,0,1,1,1
2022-07-03,Hospital Kota Belud,7,1,1,0,0,3,1,0,1
2022-07-03,Hospital Kota Marudu,6,0,2,1,0,2,0,1,0
2022-07-03,Hospital Kuala Penyu,7,2,0,2,1,0,0,1,1
2022-07-03,Hospital Kudat,8,0,2,0,1,0,0,4,1
2022-07-03,Hospital Lahad Datu,16,0,2,5,2,2,2,3,0
2022-07-03,Hospital Mesra Bukit Padang,12,2,2,0,3,2,0,2,1
2022-07-03,Hospital Papar,18,1,4,2,1,1,5,3,1
2022-07-03,Hospital Ranau,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Semporna,35,4,5,4,3,7,7,4,1
2022-07-03,Hospital Sipitang,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Tambunan,5,1,0,1,0,0,2,0,1
2022-07-03,Hospital Tawau,14,2,1,2,1,3,1,2,2
2022-07-03,Hospital Tenom,5,1,1,1,0,0,1,1,0
2022-07-03,Hospital Wanita dan Kanak-Kanak Sabah[5],35,6,4,5,7,2,3,4,4
2022-07-03,Sarawak General Hospital,14,2,2,2,1,1,0,5,1
2022-07-03,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Bau,7,0,2,0,1,1,1,1,1
2022-07-03,Hospital Sibu,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Miri,21,5,2,3,2,1,3,2,3
2022-07-03,Hospital Sarikei,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Sri Aman,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Limbang,10,2,0,2,1,2,1,2,0
2022-07-03,Hospital Lawas,6,1,0,2,0,1,1,1,0
2022-07-03,Hospital Kapit,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Sentosa,16,4,4,2,1,3,1,1,0
2022-07-03,Hospital Mukah,5,1,0,1,2,0,0,1,0
2022-07-03,Hospital Marudi,5,0,0,0,1,1,1,1,1
2022-07-03,Hospital Lundu,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Bintulu,16,1,4,2,4,2,1,0,2
2022-07-03,Hospital Betong,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Serian,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Simunjan,0,0,0,0,0,0,0,0,0
2022-07-03,Rajah Charles Brooke Memorial Hospital,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Kanowit,6,2,1,0,2,0,1,0,0
2022-07-03,Hospital Saratok,14,0,1,2,0,3,3,3,2
2022-07-03,Hospital Dalat,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Shah Alam,12,1,1,2,3,0,1,2,2
2022-07-03,Hospital Ampang,24,5,1,3,3,5,3,2,2
2022-07-03,Hospital Banting,28,3,3,0,4,3,4,7,4
2022-07-03,Hospital Kajang,0,0,0,0,0,0,0,0,0
2022-07-03,Hospital Kuala Kubu Baru,36,4,8,2,4,4,2,7,5
2022-07-03,Hospital Selayang,16,3,1,1,2,1,3,1,4
2022-07-03,Hospital Sultan Idris Shah Serdang,32,3,3,5,5,3,3,6,4
2022-07-03,Hospital Sungai Buloh,8,0,2,1,2,2,0,1,0
2022-07-03,Hospital Tanjung Karang,25,3,3,5,4,1,2,2,5
2022-07-03,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",24,5,3,5,3,4,0,3,1
2022-07-03,"Hospital Tengku Ampuan Rahimah, Klang",0,0,0,0,0,0,0,0,0
2022-07-03,Universiti Putra Malaysia Teaching Hospital,84,7,7,13,9,15,11,11,11
2022-07-03,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",6,0,1,1,0,1,1,1,1
2022-07-03,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",10,4,1,0,0,0,1,1,3
2022-07-03,Hospital Dungun,35,6,4,1,7,7,3,3,4
2022-07-03,Hospital Kemaman,14,2,0,2,3,2,1,1,3
2022-07-03,Hospital Besut,20,1,3,5,3,3,2,1,2
2022-07-03,Hospital Hulu Terengganu,28,3,3,4,4,6,4,2,2
2022-07-03,Hospital Setiu,8,2,0,0,2,0,1,1,2
2022-07-04,"Hospital Pakar Sultanah Fatimah, Muar",0,0,0,0,0,0,0,0,0
2022-07-04,"Hospital Sultanah Nora Ismail, Batu Pahat",20,3,5,2,0,3,1,4,2
2022-07-04,"Hospital Enche Besar Hajjah Kalsom, Kluang",0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Segamat,6,0,1,1,1,0,1,1,1
2022-07-04,Hospital Pontian,0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Kota Tinggi,16,4,3,0,0,2,3,3,1
2022-07-04,Hospital Mersing,35,4,4,4,5,8,2,7,1
2022-07-04,Hospital Tangkak,30,7,3,5,3,3,3,1,5
2022-07-04,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",49,8,3,5,4,5,8,10,6
2022-07-04,Sultan Ismail Hospital,5,0,1,0,0,2,0,0,2
2022-07-04,"Hospital Sultanah Aminah, Johor Bahru[2]",12,2,1,2,4,0,1,1,1
2022-07-04,"Sultanah Bahiyah Hospital, Alor Setar",0,0,0,0,0,0,0,0,0
2022-07-04,"Sultan Abdul Halim Hospital, Sungai Petani",12,1,3,1,3,0,1,2,1
2022-07-04,Pendang Hospital,14,1,1,1,3,2,2,3,1
2022-07-04,Kulim Hospital,0,0,0,0,0,0,0,0,0
2022-07-04,Baling Hospital,0,0,0,0,0,0,0,0,0
2022-07-04,Sik Hospital,10,2,1,3,1,1,2,0,0
2022-07-04,Hospital Yan,0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Jitra,8,0,1,2,1,2,1,0,1
2022-07-04,Hospital Kuala Nerang,14,1,3,2,0,3,1,1,3
2022-07-04,"Hospital Raja Perempuan Zainab II, Kota Bharu",0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Pasir Mas,18,1,4,4,1,4,0,1,3
2022-07-04,Hospital Tumpat,7,0,3,0,0,1,0,2,1
2022-07-04,Hospital Machang,0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Jeli,0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Tanah Merah,7,1,0,1,2,0,0,1,2
2022-07-04,"Hospital Tengku Anis, Pasir Putih",0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Gua Musang,0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Kuala Krai,36,5,4,3,4,4,5,3,8
2022-07-04,Hospital Universiti Sains Malaysia (HUSM),7,0,1,1,2,1,1,1,0
2022-07-04,Kuala Lumpur Hospital,0,0,0,0,0,0,0,0,0
2022-07-04,National Heart Institute of Malaysia (IJN),30,2,5,3,7,2,2,3,6
2022-07-04,Hospital Canselor Tuanku Muhriz UKM (HCTM),0,0,0,0,0,0,0,0,0
2022-07-04,University Malaya Medical Centre (UMMC),20,3,4,2,1,1,1,4,4
2022-07-04,Hospital Angkatan Tentera Tuanku Mizan,20,2,4,4,3,2,2,2,1
2022-07-04,Hospital Rehabilitasi Cheras,10,2,2,1,0,2,1,1,1
2022-07-04,Hospital Nukleus Labuan,0,0,0,0,0,0,0,0,0
2022-07-04,Jabatan Kesihatan Labuan,24,4,2,1,1,4,7,2,3
2022-07-04,Malacca General Hospital,0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Alor Gajah,5,0,0,1,0,2,1,1,0
2022-07-04,Hospital Jasin,7,2,1,2,0,0,1,0,1
2022-07-04,Hospital Angkatan Tentera Terendak,0,0,0,0,0,0,0,0,0
2022-07-04,Tuanku Ja'afar Hospital,0,0,0,0,0,0,0,0,0
2022-07-04,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Port Dickson,12,3,2,0,2,1,2,2,0
2022-07-04,Hospital Tampin,64,9,11,14,4,7,3,11,5
2022-07-04,Hospital Jelebu,24,6,3,4,3,3,1,1,3
2022-07-04,Hospital Jempol,18,0,5,4,3,1,2,2,1
2022-07-04,Hospital Rembau,14,2,3,2,2,1,0,4,0
2022-07-04,Tengku Ampuan Afzan Hospital,16,4,2,1,2,1,2,0,4
2022-07-04,Hospital Pekan,0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Kuala Lipis,14,0,2,3,2,2,1,1,3
2022-07-04,Hospital Raub,6,0,1,0,0,1,1,1,2
2022-07-04,Hospital Bentong,12,1,2,2,1,3,1,2,0
2022-07-04,Hospital Jerantut,6,2,0,0,1,0,1,2,0
2022-07-04,Hospital Jengka,16,0,3,2,5,3,0,2,1
2022-07-04,Hospital Muadzam Shah,21,6,3,0,2,2,4,2,2
2022-07-04,"Hospital Sultan Haji Ahmad Shah, Temerloh",21,3,3,2,4,5,2,2,0
2022-07-04,Hospital Cameron Highlands,36,3,4,11,7,3,1,5,2
2022-07-04,Hospital Rompin,0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Universiti Islam Antabangsa (UIA) Kuantan,0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Bera,0,0,0,0,0,0,0,0,0
2022-07-04,Penang General Hospital,0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Sungai Bakap,7,2,1,2,0,2,0,0,0
2022-07-04,Hospital Bukit Mertajam,0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Balik Pulau,6,1,1,1,0,0,1,0,2
2022-07-04,Hospital Seberang Jaya,18,4,2,2,3,1,3,2,1
2022-07-04,Hospital Kepala Batas,80,9,8,7,15,10,12,10,9
2022-07-04,Hospital Batu Gajah,0,0,0,0,0,0,0,0,0
2022-07-04,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",6,1,0,0,1,1,1,1,1
2022-07-04,Hospital Changkat Melintang,0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Grik,16,1,2,0,5,3,2,1,2
2022-07-04,Hospital Kampar,0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Kuala Kangsar,35,3,4,2,2,3,6,9,6
2022-07-04,Hospital Parit Buntar,0,0,0,0,0,0,0,0,0
2022-07-04,"Hospital Raja Permaisuri Bainun, Ipoh",10,3,1,1,1,1,0,2,1
2022-07-04,Hospital Selama,0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Seri Manjung,12,0,2,4,1,2,2,0,1
2022-07-04,Hospital Sg. Siput,0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Slim River,0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Tapah,7,1,2,0,0,0,2,2,0
2022-07-04,Hospital Taiping,0,0,0,0,0,0,0,0,0
2022-07-04,Hospital Teluk Intan,5,1,1,2,1,0,0,0,0
2022-07-04,"Hospital Tuanku Fauziah, Kangar",10,1,3,1,1,1,0,2,1
2022-07-04,Putrajaya Hospital,14,2,2,0,2,0,2,3,3
2022-07-04,National Cancer Institute,6,2,1,0,0,0,2,0,1
2022-07-04,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",0,0,0,0,0,0,0,0,0
