,date,hospital,requests,A+,A-,B+,B-,AB+,AB-,O+,O-
5398,1970-01-01 00:00:00.000000036,Sarawak General Hospital,16,1,2,3,4,0,3,0,3
5399,1970-01-01 00:00:00.000000036,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",6,1,0,1,1,1,1,1,0
5400,1970-01-01 00:00:00.000000036,Hospital Bau,0,0,0,0,0,0,0,0,0
5401,1970-01-01 00:00:00.000000036,Hospital Sibu,0,0,0,0,0,0,0,0,0
5402,1970-01-01 00:00:00.000000036,Hospital Miri,14,0,2,5,0,0,1,1,5
5403,1970-01-01 00:00:00.000000036,Hospital Sarikei,80,14,10,11,4,14,15,6,6
5404,1970-01-01 00:00:00.000000036,Hospital Sri Aman,0,0,0,0,0,0,0,0,0
5405,1970-01-01 00:00:00.000000036,Hospital Limbang,0,0,0,0,0,0,0,0,0
5406,1970-01-01 00:00:00.000000036,Hospital Lawas,48,7,8,5,5,6,5,7,5
5407,1970-01-01 00:00:00.000000036,Hospital Kapit,15,0,2,2,3,2,1,3,2
5408,1970-01-01 00:00:00.000000036,Hospital Sentosa,5,0,0,1,2,1,0,1,0
5409,1970-01-01 00:00:00.000000036,Hospital Mukah,0,0,0,0,0,0,0,0,0
5410,1970-01-01 00:00:00.000000036,Hospital Marudi,24,1,4,3,4,5,2,3,2
5411,1970-01-01 00:00:00.000000036,Hospital Lundu,7,2,1,1,0,1,0,2,0
5412,1970-01-01 00:00:00.000000036,Hospital Bintulu,0,0,0,0,0,0,0,0,0
5413,1970-01-01 00:00:00.000000036,Hospital Betong,0,0,0,0,0,0,0,0,0
5414,1970-01-01 00:00:00.000000036,Hospital Serian,32,8,3,3,3,1,5,8,1
5415,1970-01-01 00:00:00.000000036,Hospital Simunjan,6,3,1,1,0,0,1,0,0
5416,1970-01-01 00:00:00.000000036,Rajah Charles Brooke Memorial Hospital,14,0,1,5,2,2,1,3,0
5417,1970-01-01 00:00:00.000000036,Hospital Kanowit,6,1,1,0,0,0,1,2,1
5418,1970-01-01 00:00:00.000000036,Hospital Saratok,14,1,2,2,2,0,3,2,2
5419,1970-01-01 00:00:00.000000036,Hospital Dalat,5,0,0,3,2,0,0,0,0
5420,1970-01-01 00:00:00.000000036,Hospital Shah Alam,36,3,4,6,4,7,4,3,5
5421,1970-01-01 00:00:00.000000036,Hospital Ampang,24,2,4,4,7,1,3,2,1
5422,1970-01-01 00:00:00.000000036,Hospital Banting,6,1,0,1,3,1,0,0,0
5423,1970-01-01 00:00:00.000000036,Hospital Kajang,15,0,3,2,2,1,1,5,1
5424,1970-01-01 00:00:00.000000036,Hospital Kuala Kubu Baru,24,9,2,5,3,0,0,1,4
5425,1970-01-01 00:00:00.000000036,Hospital Selayang,7,0,1,0,1,1,1,2,1
5426,1970-01-01 00:00:00.000000036,Hospital Sultan Idris Shah Serdang,15,1,1,4,4,1,2,1,1
5427,1970-01-01 00:00:00.000000036,Hospital Sungai Buloh,25,3,6,3,2,1,3,5,2
5428,1970-01-01 00:00:00.000000036,Hospital Tanjung Karang,16,2,2,3,2,3,2,1,1
5429,1970-01-01 00:00:00.000000036,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",7,0,2,0,0,2,2,1,0
5430,1970-01-01 00:00:00.000000036,"Hospital Tengku Ampuan Rahimah, Klang",8,0,0,1,1,1,2,2,1
5431,1970-01-01 00:00:00.000000036,Universiti Putra Malaysia Teaching Hospital,8,1,1,0,1,1,0,0,4
5432,1970-01-01 00:00:00.000000036,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",40,3,6,5,4,7,2,4,9
5433,1970-01-01 00:00:00.000000036,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",42,5,2,5,8,8,5,4,5
5434,1970-01-01 00:00:00.000000036,Hospital Dungun,8,1,0,1,1,4,0,1,0
5435,1970-01-01 00:00:00.000000036,Hospital Kemaman,0,0,0,0,0,0,0,0,0
5436,1970-01-01 00:00:00.000000036,Hospital Besut,10,0,0,2,1,2,2,1,2
5437,1970-01-01 00:00:00.000000036,Hospital Hulu Terengganu,24,2,5,1,6,3,3,3,1
5438,1970-01-01 00:00:00.000000036,Hospital Setiu,21,3,3,0,2,5,1,4,3
5439,1970-01-01 00:00:00.000000037,"Hospital Pakar Sultanah Fatimah, Muar",28,2,1,3,3,6,5,6,2
5440,1970-01-01 00:00:00.000000037,"Hospital Sultanah Nora Ismail, Batu Pahat",0,0,0,0,0,0,0,0,0
5441,1970-01-01 00:00:00.000000037,"Hospital Enche Besar Hajjah Kalsom, Kluang",54,3,8,9,3,8,7,13,3
5442,1970-01-01 00:00:00.000000037,Hospital Segamat,15,2,2,5,0,2,2,0,2
5443,1970-01-01 00:00:00.000000037,Hospital Pontian,30,3,5,1,6,7,1,4,3
5444,1970-01-01 00:00:00.000000037,Hospital Kota Tinggi,16,2,1,2,3,0,4,1,3
5445,1970-01-01 00:00:00.000000037,Hospital Mersing,72,11,13,10,10,8,7,7,6
5446,1970-01-01 00:00:00.000000037,Hospital Tangkak,21,4,3,3,1,0,5,4,1
5447,1970-01-01 00:00:00.000000037,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",16,3,2,0,1,2,4,1,3
5448,1970-01-01 00:00:00.000000037,Sultan Ismail Hospital,15,1,3,2,2,4,2,0,1
5449,1970-01-01 00:00:00.000000037,"Hospital Sultanah Aminah, Johor Bahru[2]",24,2,2,3,6,3,3,3,2
5450,1970-01-01 00:00:00.000000037,"Sultanah Bahiyah Hospital, Alor Setar",20,3,5,1,1,5,1,4,0
5451,1970-01-01 00:00:00.000000037,"Sultan Abdul Halim Hospital, Sungai Petani",0,0,0,0,0,0,0,0,0
5452,1970-01-01 00:00:00.000000037,Pendang Hospital,0,0,0,0,0,0,0,0,0
5453,1970-01-01 00:00:00.000000037,Kulim Hospital,24,2,1,4,1,4,4,3,5
5454,1970-01-01 00:00:00.000000037,Baling Hospital,15,2,0,3,4,0,1,1,4
5455,1970-01-01 00:00:00.000000037,Sik Hospital,10,1,3,3,0,0,2,1,0
5456,1970-01-01 00:00:00.000000037,Hospital Yan,24,2,1,3,7,3,2,3,3
5457,1970-01-01 00:00:00.000000037,Hospital Jitra,0,0,0,0,0,0,0,0,0
5458,1970-01-01 00:00:00.000000037,Hospital Kuala Nerang,20,5,4,3,3,1,2,1,1
5459,1970-01-01 00:00:00.000000037,"Hospital Raja Perempuan Zainab II, Kota Bharu",0,0,0,0,0,0,0,0,0
5460,1970-01-01 00:00:00.000000037,Hospital Pasir Mas,21,2,2,1,3,5,1,6,1
5461,1970-01-01 00:00:00.000000037,Hospital Tumpat,7,1,0,0,1,2,1,1,1
5462,1970-01-01 00:00:00.000000037,Hospital Machang,42,7,3,3,5,6,7,8,3
5463,1970-01-01 00:00:00.000000037,Hospital Jeli,32,3,8,4,4,5,1,4,3
5464,1970-01-01 00:00:00.000000037,Hospital Tanah Merah,0,0,0,0,0,0,0,0,0
5465,1970-01-01 00:00:00.000000037,"Hospital Tengku Anis, Pasir Putih",15,2,1,0,2,2,2,2,4
5466,1970-01-01 00:00:00.000000037,Hospital Gua Musang,40,6,3,4,4,7,3,9,4
5467,1970-01-01 00:00:00.000000037,Hospital Kuala Krai,24,2,2,6,3,3,2,3,3
5468,1970-01-01 00:00:00.000000037,Hospital Universiti Sains Malaysia (HUSM),8,2,1,0,3,0,1,1,0
5469,1970-01-01 00:00:00.000000037,Kuala Lumpur Hospital,0,0,0,0,0,0,0,0,0
5470,1970-01-01 00:00:00.000000037,National Heart Institute of Malaysia (IJN),6,1,0,1,1,0,3,0,0
5471,1970-01-01 00:00:00.000000037,Hospital Canselor Tuanku Muhriz UKM (HCTM),0,0,0,0,0,0,0,0,0
5472,1970-01-01 00:00:00.000000037,University Malaya Medical Centre (UMMC),0,0,0,0,0,0,0,0,0
5473,1970-01-01 00:00:00.000000037,Hospital Angkatan Tentera Tuanku Mizan,0,0,0,0,0,0,0,0,0
5474,1970-01-01 00:00:00.000000037,Hospital Rehabilitasi Cheras,21,1,2,3,2,5,1,3,4
5475,1970-01-01 00:00:00.000000037,Hospital Nukleus Labuan,0,0,0,0,0,0,0,0,0
5476,1970-01-01 00:00:00.000000037,Jabatan Kesihatan Labuan,30,6,1,3,4,1,5,8,2
5477,1970-01-01 00:00:00.000000037,Malacca General Hospital,36,2,10,6,2,5,1,8,2
5478,1970-01-01 00:00:00.000000037,Hospital Alor Gajah,0,0,0,0,0,0,0,0,0
5479,1970-01-01 00:00:00.000000037,Hospital Jasin,42,3,6,8,0,10,4,5,6
5480,1970-01-01 00:00:00.000000037,Hospital Angkatan Tentera Terendak,0,0,0,0,0,0,0,0,0
5481,1970-01-01 00:00:00.000000037,Tuanku Ja'afar Hospital,7,0,1,0,2,1,3,0,0
5482,1970-01-01 00:00:00.000000037,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",0,0,0,0,0,0,0,0,0
5483,1970-01-01 00:00:00.000000037,Hospital Port Dickson,15,0,2,3,2,3,1,4,0
5484,1970-01-01 00:00:00.000000037,Hospital Tampin,80,7,10,15,10,10,11,9,8
5485,1970-01-01 00:00:00.000000037,Hospital Jelebu,0,0,0,0,0,0,0,0,0
5486,1970-01-01 00:00:00.000000037,Hospital Jempol,0,0,0,0,0,0,0,0,0
5487,1970-01-01 00:00:00.000000037,Hospital Rembau,0,0,0,0,0,0,0,0,0
5488,1970-01-01 00:00:00.000000037,Tengku Ampuan Afzan Hospital,8,0,2,0,2,3,0,0,1
5489,1970-01-01 00:00:00.000000037,Hospital Pekan,0,0,0,0,0,0,0,0,0
5490,1970-01-01 00:00:00.000000037,Hospital Kuala Lipis,48,6,9,7,2,7,4,6,7
5491,1970-01-01 00:00:00.000000037,Hospital Raub,0,0,0,0,0,0,0,0,0
5492,1970-01-01 00:00:00.000000037,Hospital Bentong,5,0,0,1,0,0,3,1,0
5493,1970-01-01 00:00:00.000000037,Hospital Jerantut,28,4,6,6,5,2,3,0,2
5494,1970-01-01 00:00:00.000000037,Hospital Jengka,0,0,0,0,0,0,0,0,0
5495,1970-01-01 00:00:00.000000037,Hospital Muadzam Shah,0,0,0,0,0,0,0,0,0
5496,1970-01-01 00:00:00.000000037,"Hospital Sultan Haji Ahmad Shah, Temerloh",6,2,0,1,1,1,1,0,0
5497,1970-01-01 00:00:00.000000037,Hospital Cameron Highlands,10,1,2,1,2,1,1,2,0
5498,1970-01-01 00:00:00.000000037,Hospital Rompin,21,2,3,5,1,1,2,3,4
5499,1970-01-01 00:00:00.000000037,Hospital Universiti Islam Antabangsa (UIA) Kuantan,12,1,2,2,2,2,1,0,2
5500,1970-01-01 00:00:00.000000037,Hospital Bera,25,3,5,3,3,2,3,3,3
5501,1970-01-01 00:00:00.000000037,Penang General Hospital,0,0,0,0,0,0,0,0,0
5502,1970-01-01 00:00:00.000000037,Hospital Sungai Bakap,105,11,15,8,16,12,17,9,17
5503,1970-01-01 00:00:00.000000037,Hospital Bukit Mertajam,16,2,2,1,2,2,5,1,1
5504,1970-01-01 00:00:00.000000037,Hospital Balik Pulau,24,4,3,3,4,2,1,5,2
5505,1970-01-01 00:00:00.000000037,Hospital Seberang Jaya,16,1,3,2,4,0,2,2,2
5506,1970-01-01 00:00:00.000000037,Hospital Kepala Batas,0,0,0,0,0,0,0,0,0
5507,1970-01-01 00:00:00.000000037,Hospital Batu Gajah,0,0,0,0,0,0,0,0,0
5508,1970-01-01 00:00:00.000000037,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",0,0,0,0,0,0,0,0,0
5509,1970-01-01 00:00:00.000000037,Hospital Changkat Melintang,42,6,5,6,4,8,3,5,5
5510,1970-01-01 00:00:00.000000037,Hospital Grik,6,0,2,1,0,3,0,0,0
5511,1970-01-01 00:00:00.000000037,Hospital Kampar,30,3,5,6,2,3,4,0,7
5512,1970-01-01 00:00:00.000000037,Hospital Kuala Kangsar,16,6,2,2,1,1,2,2,0
5513,1970-01-01 00:00:00.000000037,Hospital Parit Buntar,0,0,0,0,0,0,0,0,0
5514,1970-01-01 00:00:00.000000037,"Hospital Raja Permaisuri Bainun, Ipoh",0,0,0,0,0,0,0,0,0
5515,1970-01-01 00:00:00.000000037,Hospital Selama,14,0,2,2,1,1,3,2,3
5516,1970-01-01 00:00:00.000000037,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0
5517,1970-01-01 00:00:00.000000037,Hospital Sg. Siput,5,0,0,1,1,2,0,1,0
5518,1970-01-01 00:00:00.000000037,Hospital Slim River,14,4,1,2,1,2,0,3,1
5519,1970-01-01 00:00:00.000000037,Hospital Tapah,10,1,1,4,2,1,0,1,0
5520,1970-01-01 00:00:00.000000037,Hospital Taiping,0,0,0,0,0,0,0,0,0
5521,1970-01-01 00:00:00.000000037,Hospital Teluk Intan,21,3,2,4,6,2,1,1,2
5522,1970-01-01 00:00:00.000000037,"Hospital Tuanku Fauziah, Kangar",0,0,0,0,0,0,0,0,0
5523,1970-01-01 00:00:00.000000037,Putrajaya Hospital,6,1,1,1,1,0,1,0,1
5524,1970-01-01 00:00:00.000000037,National Cancer Institute,24,2,6,3,1,5,4,1,2
5525,1970-01-01 00:00:00.000000037,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",0,0,0,0,0,0,0,0,0
5526,1970-01-01 00:00:00.000000037,"Duchess of Kent Hospital, Sandakan",7,1,0,1,1,2,1,1,0
5527,1970-01-01 00:00:00.000000037,Hospital Beaufort,0,0,0,0,0,0,0,0,0
5528,1970-01-01 00:00:00.000000037,Hospital Beluran,49,9,4,5,3,6,6,9,7
5529,1970-01-01 00:00:00.000000037,Hospital Keningau,12,1,0,1,0,3,4,2,1
5530,1970-01-01 00:00:00.000000037,Hospital Kinabatangan,0,0,0,0,0,0,0,0,0
5531,1970-01-01 00:00:00.000000037,Hospital Kota Belud,16,3,2,2,2,2,5,0,0
5532,1970-01-01 00:00:00.000000037,Hospital Kota Marudu,8,0,2,1,0,3,0,1,1
5533,1970-01-01 00:00:00.000000037,Hospital Kuala Penyu,5,1,0,0,1,1,1,0,1
5534,1970-01-01 00:00:00.000000037,Hospital Kudat,0,0,0,0,0,0,0,0,0
5535,1970-01-01 00:00:00.000000037,Hospital Lahad Datu,6,1,1,0,2,1,0,0,1
5536,1970-01-01 00:00:00.000000037,Hospital Mesra Bukit Padang,16,0,3,6,2,1,0,2,2
5537,1970-01-01 00:00:00.000000037,Hospital Papar,14,2,4,2,1,0,0,2,3
5538,1970-01-01 00:00:00.000000037,Hospital Ranau,7,1,1,0,3,0,1,1,0
5539,1970-01-01 00:00:00.000000037,Hospital Semporna,6,2,1,0,1,1,0,0,1
5540,1970-01-01 00:00:00.000000037,Hospital Sipitang,0,0,0,0,0,0,0,0,0
5541,1970-01-01 00:00:00.000000037,Hospital Tambunan,14,2,1,0,0,4,3,3,1
5542,1970-01-01 00:00:00.000000037,Hospital Tawau,40,6,8,1,8,3,5,2,7
5543,1970-01-01 00:00:00.000000037,Hospital Tenom,7,3,0,0,0,1,1,0,2
5544,1970-01-01 00:00:00.000000037,Hospital Wanita dan Kanak-Kanak Sabah[5],21,3,5,2,2,2,3,3,1
5545,1970-01-01 00:00:00.000000037,Sarawak General Hospital,48,6,6,1,5,10,10,6,4
5546,1970-01-01 00:00:00.000000037,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",0,0,0,0,0,0,0,0,0
5547,1970-01-01 00:00:00.000000037,Hospital Bau,7,0,1,0,1,3,1,0,1
5548,1970-01-01 00:00:00.000000037,Hospital Sibu,0,0,0,0,0,0,0,0,0
5549,1970-01-01 00:00:00.000000037,Hospital Miri,35,1,6,4,6,5,8,2,3
5550,1970-01-01 00:00:00.000000037,Hospital Sarikei,30,4,5,1,2,3,6,4,5
5551,1970-01-01 00:00:00.000000037,Hospital Sri Aman,0,0,0,0,0,0,0,0,0
5552,1970-01-01 00:00:00.000000037,Hospital Limbang,0,0,0,0,0,0,0,0,0
5553,1970-01-01 00:00:00.000000037,Hospital Lawas,20,0,2,2,2,4,3,3,4
5554,1970-01-01 00:00:00.000000037,Hospital Kapit,30,4,2,5,4,1,6,4,4
5555,1970-01-01 00:00:00.000000037,Hospital Sentosa,6,1,1,0,2,1,0,0,1
5556,1970-01-01 00:00:00.000000037,Hospital Mukah,0,0,0,0,0,0,0,0,0
5557,1970-01-01 00:00:00.000000037,Hospital Marudi,35,0,7,7,3,4,3,4,7
5558,1970-01-01 00:00:00.000000037,Hospital Lundu,12,1,1,1,4,2,2,1,0
5559,1970-01-01 00:00:00.000000037,Hospital Bintulu,0,0,0,0,0,0,0,0,0
5560,1970-01-01 00:00:00.000000037,Hospital Betong,0,0,0,0,0,0,0,0,0
5561,1970-01-01 00:00:00.000000037,Hospital Serian,20,2,3,1,2,5,1,2,4
5562,1970-01-01 00:00:00.000000037,Hospital Simunjan,5,0,1,0,2,1,0,0,1
5563,1970-01-01 00:00:00.000000037,Rajah Charles Brooke Memorial Hospital,24,3,5,1,3,2,3,4,3
5564,1970-01-01 00:00:00.000000037,Hospital Kanowit,18,0,2,2,2,2,2,5,3
5565,1970-01-01 00:00:00.000000037,Hospital Saratok,16,1,3,5,0,2,3,0,2
5566,1970-01-01 00:00:00.000000037,Hospital Dalat,0,0,0,0,0,0,0,0,0
5567,1970-01-01 00:00:00.000000037,Hospital Shah Alam,40,8,5,3,5,7,6,3,3
5568,1970-01-01 00:00:00.000000037,Hospital Ampang,32,3,5,3,3,8,4,3,3
5569,1970-01-01 00:00:00.000000037,Hospital Banting,12,3,0,1,1,1,3,1,2
5570,1970-01-01 00:00:00.000000037,Hospital Kajang,24,3,2,2,5,5,3,1,3
5571,1970-01-01 00:00:00.000000037,Hospital Kuala Kubu Baru,16,0,1,3,4,0,1,6,1
5572,1970-01-01 00:00:00.000000037,Hospital Selayang,7,2,0,1,0,2,2,0,0
5573,1970-01-01 00:00:00.000000037,Hospital Sultan Idris Shah Serdang,0,0,0,0,0,0,0,0,0
5574,1970-01-01 00:00:00.000000037,Hospital Sungai Buloh,30,5,3,4,6,3,1,3,5
5575,1970-01-01 00:00:00.000000037,Hospital Tanjung Karang,12,2,0,1,1,1,2,3,2
5576,1970-01-01 00:00:00.000000037,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",5,0,0,1,2,2,0,0,0
5577,1970-01-01 00:00:00.000000037,"Hospital Tengku Ampuan Rahimah, Klang",15,2,3,2,0,2,2,1,3
5578,1970-01-01 00:00:00.000000037,Universiti Putra Malaysia Teaching Hospital,40,2,5,2,5,4,5,7,10
5579,1970-01-01 00:00:00.000000037,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",42,4,6,4,5,5,7,4,7
5580,1970-01-01 00:00:00.000000037,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",16,1,2,4,2,3,0,2,2
5581,1970-01-01 00:00:00.000000037,Hospital Dungun,0,0,0,0,0,0,0,0,0
5582,1970-01-01 00:00:00.000000037,Hospital Kemaman,0,0,0,0,0,0,0,0,0
5583,1970-01-01 00:00:00.000000037,Hospital Besut,0,0,0,0,0,0,0,0,0
5584,1970-01-01 00:00:00.000000037,Hospital Hulu Terengganu,8,1,0,0,1,1,1,2,2
5585,1970-01-01 00:00:00.000000037,Hospital Setiu,8,4,2,0,2,0,0,0,0
5586,1970-01-01 00:00:00.000000038,"Hospital Pakar Sultanah Fatimah, Muar",40,7,5,3,5,7,3,3,7
5587,1970-01-01 00:00:00.000000038,"Hospital Sultanah Nora Ismail, Batu Pahat",80,3,11,14,13,12,6,13,8
5588,1970-01-01 00:00:00.000000038,"Hospital Enche Besar Hajjah Kalsom, Kluang",42,5,3,6,4,10,4,5,5
5589,1970-01-01 00:00:00.000000038,Hospital Segamat,8,2,0,1,0,1,1,1,2
5590,1970-01-01 00:00:00.000000038,Hospital Pontian,35,5,6,3,5,8,2,5,1
5591,1970-01-01 00:00:00.000000038,Hospital Kota Tinggi,8,2,0,1,0,0,3,2,0
5592,1970-01-01 00:00:00.000000038,Hospital Mersing,42,3,5,5,5,6,6,5,7
5593,1970-01-01 00:00:00.000000038,Hospital Tangkak,0,0,0,0,0,0,0,0,0
5594,1970-01-01 00:00:00.000000038,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",35,9,2,4,5,5,3,4,3
5595,1970-01-01 00:00:00.000000038,Sultan Ismail Hospital,8,0,0,0,2,4,1,0,1
5596,1970-01-01 00:00:00.000000038,"Hospital Sultanah Aminah, Johor Bahru[2]",30,2,3,3,1,4,4,8,5
5597,1970-01-01 00:00:00.000000038,"Sultanah Bahiyah Hospital, Alor Setar",28,1,3,7,2,2,6,6,1
5598,1970-01-01 00:00:00.000000038,"Sultan Abdul Halim Hospital, Sungai Petani",6,0,2,1,0,2,0,1,0
5599,1970-01-01 00:00:00.000000038,Pendang Hospital,5,0,1,0,0,0,3,0,1
5600,1970-01-01 00:00:00.000000038,Kulim Hospital,5,3,0,0,1,0,0,0,1
5601,1970-01-01 00:00:00.000000038,Baling Hospital,20,3,0,5,2,2,0,6,2
5602,1970-01-01 00:00:00.000000038,Sik Hospital,0,0,0,0,0,0,0,0,0
5603,1970-01-01 00:00:00.000000038,Hospital Yan,28,7,3,1,6,5,2,3,1
5604,1970-01-01 00:00:00.000000038,Hospital Jitra,0,0,0,0,0,0,0,0,0
5605,1970-01-01 00:00:00.000000038,Hospital Kuala Nerang,28,5,3,2,3,6,3,3,3
5606,1970-01-01 00:00:00.000000038,"Hospital Raja Perempuan Zainab II, Kota Bharu",0,0,0,0,0,0,0,0,0
5607,1970-01-01 00:00:00.000000038,Hospital Pasir Mas,8,2,2,1,1,0,0,1,1
5608,1970-01-01 00:00:00.000000038,Hospital Tumpat,5,0,1,1,1,0,0,0,2
5609,1970-01-01 00:00:00.000000038,Hospital Machang,15,2,4,1,2,1,3,2,0
5610,1970-01-01 00:00:00.000000038,Hospital Jeli,0,0,0,0,0,0,0,0,0
5611,1970-01-01 00:00:00.000000038,Hospital Tanah Merah,8,1,2,2,1,0,1,0,1
5612,1970-01-01 00:00:00.000000038,"Hospital Tengku Anis, Pasir Putih",48,8,5,4,12,4,5,5,5
5613,1970-01-01 00:00:00.000000038,Hospital Gua Musang,72,7,11,13,6,9,14,5,7
5614,1970-01-01 00:00:00.000000038,Hospital Kuala Krai,15,1,1,0,1,1,4,4,3
5615,1970-01-01 00:00:00.000000038,Hospital Universiti Sains Malaysia (HUSM),0,0,0,0,0,0,0,0,0
5616,1970-01-01 00:00:00.000000038,Kuala Lumpur Hospital,5,2,0,1,1,1,0,0,0
5617,1970-01-01 00:00:00.000000038,National Heart Institute of Malaysia (IJN),12,0,1,3,2,2,1,1,2
5618,1970-01-01 00:00:00.000000038,Hospital Canselor Tuanku Muhriz UKM (HCTM),5,2,1,0,0,0,1,1,0
5619,1970-01-01 00:00:00.000000038,University Malaya Medical Centre (UMMC),10,1,0,2,1,2,1,0,3
5620,1970-01-01 00:00:00.000000038,Hospital Angkatan Tentera Tuanku Mizan,0,0,0,0,0,0,0,0,0
5621,1970-01-01 00:00:00.000000038,Hospital Rehabilitasi Cheras,28,6,0,7,5,4,1,1,4
5622,1970-01-01 00:00:00.000000038,Hospital Nukleus Labuan,0,0,0,0,0,0,0,0,0
5623,1970-01-01 00:00:00.000000038,Jabatan Kesihatan Labuan,21,1,2,1,4,1,5,2,5
5624,1970-01-01 00:00:00.000000038,Malacca General Hospital,35,4,4,3,6,3,4,6,5
5625,1970-01-01 00:00:00.000000038,Hospital Alor Gajah,30,3,0,7,8,3,3,2,4
5626,1970-01-01 00:00:00.000000038,Hospital Jasin,35,3,6,2,4,6,2,4,8
5627,1970-01-01 00:00:00.000000038,Hospital Angkatan Tentera Terendak,18,4,3,0,1,5,2,2,1
5628,1970-01-01 00:00:00.000000038,Tuanku Ja'afar Hospital,32,4,5,6,6,4,2,2,3
5629,1970-01-01 00:00:00.000000038,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",8,1,1,0,1,1,1,2,1
5630,1970-01-01 00:00:00.000000038,Hospital Port Dickson,18,2,1,4,1,5,1,0,4
5631,1970-01-01 00:00:00.000000038,Hospital Tampin,40,4,2,5,6,13,5,3,2
5632,1970-01-01 00:00:00.000000038,Hospital Jelebu,8,1,1,2,0,1,1,1,1
5633,1970-01-01 00:00:00.000000038,Hospital Jempol,5,1,1,2,0,0,0,0,1
5634,1970-01-01 00:00:00.000000038,Hospital Rembau,0,0,0,0,0,0,0,0,0
5635,1970-01-01 00:00:00.000000038,Tengku Ampuan Afzan Hospital,15,6,1,0,3,2,0,1,2
5636,1970-01-01 00:00:00.000000038,Hospital Pekan,10,2,0,1,3,1,2,1,0
5637,1970-01-01 00:00:00.000000038,Hospital Kuala Lipis,18,4,1,2,3,3,1,2,2
5638,1970-01-01 00:00:00.000000038,Hospital Raub,0,0,0,0,0,0,0,0,0
5639,1970-01-01 00:00:00.000000038,Hospital Bentong,0,0,0,0,0,0,0,0,0
5640,1970-01-01 00:00:00.000000038,Hospital Jerantut,0,0,0,0,0,0,0,0,0
5641,1970-01-01 00:00:00.000000038,Hospital Jengka,0,0,0,0,0,0,0,0,0
5642,1970-01-01 00:00:00.000000038,Hospital Muadzam Shah,16,3,0,3,3,1,2,1,3
5643,1970-01-01 00:00:00.000000038,"Hospital Sultan Haji Ahmad Shah, Temerloh",8,0,1,1,0,1,0,1,4
5644,1970-01-01 00:00:00.000000038,Hospital Cameron Highlands,0,0,0,0,0,0,0,0,0
5645,1970-01-01 00:00:00.000000038,Hospital Rompin,0,0,0,0,0,0,0,0,0
5646,1970-01-01 00:00:00.000000038,Hospital Universiti Islam Antabangsa (UIA) Kuantan,24,5,5,0,6,2,4,1,1
5647,1970-01-01 00:00:00.000000038,Hospital Bera,6,1,0,0,1,1,1,0,2
5648,1970-01-01 00:00:00.000000038,Penang General Hospital,0,0,0,0,0,0,0,0,0
5649,1970-01-01 00:00:00.000000038,Hospital Sungai Bakap,48,3,6,5,11,6,4,6,7
5650,1970-01-01 00:00:00.000000038,Hospital Bukit Mertajam,32,0,5,1,7,5,6,5,3
5651,1970-01-01 00:00:00.000000038,Hospital Balik Pulau,8,0,1,3,0,1,0,0,3
5652,1970-01-01 00:00:00.000000038,Hospital Seberang Jaya,36,3,6,6,3,4,3,7,4
5653,1970-01-01 00:00:00.000000038,Hospital Kepala Batas,0,0,0,0,0,0,0,0,0
5654,1970-01-01 00:00:00.000000038,Hospital Batu Gajah,0,0,0,0,0,0,0,0,0
5655,1970-01-01 00:00:00.000000038,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",6,1,0,3,1,1,0,0,0
5656,1970-01-01 00:00:00.000000038,Hospital Changkat Melintang,40,10,3,1,9,4,3,6,4
5657,1970-01-01 00:00:00.000000038,Hospital Grik,5,2,0,0,1,1,0,1,0
5658,1970-01-01 00:00:00.000000038,Hospital Kampar,12,1,1,3,1,1,2,0,3
5659,1970-01-01 00:00:00.000000038,Hospital Kuala Kangsar,6,2,0,1,1,1,0,0,1
5660,1970-01-01 00:00:00.000000038,Hospital Parit Buntar,0,0,0,0,0,0,0,0,0
5661,1970-01-01 00:00:00.000000038,"Hospital Raja Permaisuri Bainun, Ipoh",12,2,1,1,1,3,1,3,0
5662,1970-01-01 00:00:00.000000038,Hospital Selama,56,11,10,5,6,8,6,2,8
5663,1970-01-01 00:00:00.000000038,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0
5664,1970-01-01 00:00:00.000000038,Hospital Sg. Siput,0,0,0,0,0,0,0,0,0
5665,1970-01-01 00:00:00.000000038,Hospital Slim River,12,5,1,0,0,1,2,2,1
5666,1970-01-01 00:00:00.000000038,Hospital Tapah,18,4,3,1,2,1,1,5,1
5667,1970-01-01 00:00:00.000000038,Hospital Taiping,15,5,1,0,3,3,1,2,0
